"L.AQ1","L.BR1","L.BR2","L.BR3","L.C1","L.C2","L.C3","L.C4","L.C5","L.C6","L.C7","L.C8","L.C9","L.CN1","L.CN2","L.CN3","L.DC1","L.DC2","L.DC3","L.DN1","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PCR1","L.PE.B","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SB1","L.SB2","L.SB3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"Zotu4808",0,67,43,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,63,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu481",0,0,0,0,0,0,0,0,0,0,0,0,0,4,59,1,0,0,0,0,0,0,0,24,20,34,542,717,1158,1326,2355,1657,0,0,1,1,2,2,2,1,0,0,0,41,11,3,7,0,0,1,4,0,0,0,0,0,0,0,1,6,4,0,0,0,62,78,62,1812,2614,3598,5,4,9
"Zotu4810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,4,8,17,4,6,12,9,5,6,6,4,1,0
"Zotu4811",0,0,0,0,0,0,0,0,0,0,0,0,0,16,41,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,4,2,1,1,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,7,1,1,0,0,0,0,0,0,0
"Zotu4813",0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34,37,34,0,0,0,0,0,0,0,0,0,3,0,5,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4815",121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4816",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,35,17,39,0,0,0,0,0,0
"Zotu4817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,15,11,5,7,1,1,5,26,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,18,34,27,0,0,0,0,0,0
"Zotu4819",0,0,0,0,0,0,0,0,0,0,0,0,0,9,67,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4821",0,0,0,0,0,0,0,0,0,0,0,0,0,14,56,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0
"Zotu4822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,5,0,0,9,5,0,0,0,2,15,39,14,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Zotu4823",0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,6,0,0,0,1,0,0,1,0,0,0,2,0,1,3,13,12,0,1,0,2,0,1,14,11,26,0,0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4824",0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,4,0,0,0,0,0,0,15,20,49,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu4825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,61,129,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu483",0,0,0,0,0,0,0,0,0,0,0,0,0,36,101,58,0,0,0,0,0,0,0,0,0,0,15,13,36,0,0,0,195,263,141,731,376,479,21,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,39,0,0,0,0,0,0,24,17,41,283,1347,215
"Zotu4830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,10,5,0,12,11,15,1,4,10,0,4,0
"Zotu4832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,28,18,1,0,2,27,37,41,13,13,27,0,0,0,2,0,9,9,3,19,0,0,0
"Zotu4833",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,2,3,27,19,6,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,7,0,0,0,0,0,0,6,2,4,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,41,59,31,0,0,0,0,0,0,1,33,6
"Zotu4835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,41,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,2,0,1,2,1,13,3,1,0,0,2,1,2,8,14,6,3,8,24,0,0,0,0,5,1,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"Zotu4839",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,19,31,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,6,19,3,2,4,7,0,0,0,4,9,3
"Zotu4840",0,0,0,0,0,0,0,0,0,0,0,0,0,39,92,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0
"Zotu4842",0,0,1,0,0,0,0,0,0,0,0,0,0,30,73,56,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,11,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,10,5,5,0,0,2,0,5,0
"Zotu4845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,67,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,3,5,7,3,0,0,2,1,3,9,12,22,7,3,3,6,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu485",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,203,294,39,97,58,0,6,0,0,0,0,0,0,0,5,18,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,1122,170
"Zotu4850",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,7,22,0,0,1,0,0,0,2,1,1,5,1,4,3,1,2,4,4,0,3,2,3,0,1,2,0,2,0,1,3,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4853",0,19,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,3,2,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4854",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,27,0,0,0,0,0,0,0,1,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4855",0,0,0,0,0,0,0,0,0,0,0,0,0,30,88,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4856",0,0,0,0,0,0,0,0,0,0,0,0,0,42,33,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu486",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,15,8,16,252,359,268,3,2,1,4,3,0,7,6,9,1,0,0,0,0,0,0,14,17,47,13,0,0,0,0,0,0,43,45,111,34,33,18,36,55,47,347,418,663,12,43,2
"Zotu4860",0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,0,0,39,69,33,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,36,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4869",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,1,6,3,1,3,4,6,18,3,10,5,6,1,1,3,8,11,7,9,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1
"Zotu487",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2947,0,0,0,28,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4871",0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,15,9,8,6,1,1,5,10,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,5,4,3,9,10,8,0,0,1,0,0,0
"Zotu4873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"Zotu4874",0,0,0,0,0,0,0,0,0,0,0,0,0,45,55,46,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,4,0,2,1,6,5,3,13,2,7,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,3,4,1,1,3,2,1,0,0,0,0,0
"Zotu4875",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,47,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,49,72,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,5,2,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"Zotu4879",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,7,13,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,18,1,2,4,0,0,0,0,0,0,0
"Zotu488",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,1197,1834,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,60,37,38,12,5,22,8,79,10
"Zotu4880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,25,13,0,0,0,7,3,27,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,45,53,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,21,16,3,37,31,28,2,1,4,1,8,2
"Zotu4886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61,13
"Zotu4889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,11,151,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4891",123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4895",0,2,2,2,0,0,0,0,0,0,0,0,0,35,50,92,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,25,1,3,0,0,0,0,1,0,1,13,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,6,0,0,0,1,5,0,0,2,2,0
"Zotu4896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu490",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,25,10,8,12,1,28,19,34,9,13,3,12,13,59,0,0,9,0,89,34,41,25,0,0,0,1,0,0,313,230,465,131,159,73,243,338,226,31,43,51,12,16,2
"Zotu4900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,85,64,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4901",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28,9,17,0,0,0,1,0,0,2,0,0,2,0,0,0,0,2,1,0,0,3,1,2,0,1,1,0,0,2,4,2,13,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4902",0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4903",0,55,45,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4904",0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4907",0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,2,3,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,7,3,27,4,1,3,0,3,0,0,0,6,12,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu491",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,42,12,10,7,26,30,22,6,2,10,438,1639,306
"Zotu4911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,10,24,27,1,6,2,5,3,3,26,10,26,3,9,20,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,2,1,0,6,0,5,0,1,2,0,1,0,7,1
"Zotu4915",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,22,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,10,1,7,33,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4916",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,13,26,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,6,11,7,16,2,24,36,34,2,2,2,0,0,0
"Zotu4917",0,0,0,0,0,0,0,0,0,0,0,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,64,58,41,0,0,0,0,0,0
"Zotu4918",0,5,1,6,0,0,0,0,0,0,0,0,0,1,19,28,0,0,0,0,4,1,5,2,2,3,1,0,0,0,0,0,2,8,2,0,0,0,2,4,7,2,13,18,7,7,4,0,0,1,7,3,0,0,0,0,0,0,0,0,0,1,1,4,3,1,5,0,0,0,0,0,0
"Zotu4919",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,7,6,3,5,5,0,2,2,2,10,6,11,3,10,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,5,2,1,4,2,0,6,0,1,1,1,3,1
"Zotu4921",0,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,5,48,40,65,0,0,0,0,1,0,0,0,0,3,1,2,0,8,0,0,9,1,10,11,4,0,9,2,0,1,5,12,14,14,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,21,15,19,10,17,6,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4923",0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,9,23,15,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,1,3,2,1,2,3,0,3,4,0,0,1,4,2,2,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4925",0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,8,0,7,0,0,0,0,0,0
"Zotu4927",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,15,47,48,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4929",0,1,0,1,0,0,0,0,0,0,0,0,0,27,62,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Zotu493",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,834,1207,591,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4932",0,1,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,3,3,4,0,1,0,0,0,0,2,6,14,0,2,1,0,0,0,0,2,0,17,8,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,8,0,0,0,0,0,7,0
"Zotu4934",0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
