"L.AQ1","L.BR1","L.BR2","L.BR3","L.C1","L.C2","L.C3","L.C4","L.C5","L.C6","L.C7","L.C8","L.C9","L.CN1","L.CN2","L.CN3","L.DC1","L.DC2","L.DC3","L.DN1","L.DU1","L.DU2","L.DU3","L.EL1","L.EL2","L.EL3","L.HB1","L.HB2","L.HB3","L.HN1","L.HN2","L.HN3","L.KN1","L.KN2","L.KN3","L.MB1","L.MB2","L.MB3","L.MN1","L.MN2","L.MN3","L.NK1","L.NK2","L.NK3","L.PA1","L.PA2","L.PA3","L.PCR1","L.PE.B","L.PE1","L.PE2","L.PE3","L.RB1","L.RB2","L.RB3","L.RN1","L.RN2","L.RN3","L.SB1","L.SB2","L.SB3","L.SM1","L.SM2","L.SM3","L.SN1","L.SN2","L.SN3","L.SY1","L.SY2","L.SY3","L.TB1","L.TB2","L.TB3"
"Zotu4936",0,0,0,0,0,0,0,0,0,0,0,0,0,75,43,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4937",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,98,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4939",0,0,0,0,0,0,0,0,0,0,0,0,0,27,91,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,0,0
"Zotu4940",30,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4941",107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4942",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,53,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4944",0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
"Zotu4945",0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,48,0,0,0,0,0,1,0,0,0,1,2,0,0,4,16,2,0,1,0,0,0,0,12,14,12,12,2,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,7,0,0,0,0,0,0
"Zotu4946",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4949",0,0,0,0,0,0,0,0,0,0,0,0,0,26,70,41,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,12,0,0,0,0,0,0
"Zotu4950",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4952",0,0,1,0,0,0,0,0,0,0,0,0,0,39,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0
"Zotu4953",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,57,30,33,17,49,58,47,13,19,43,0,0,0
"Zotu4956",0,0,0,0,0,0,0,0,0,0,0,0,0,43,152,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"Zotu4957",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,5,0,0,0,0,0,0,0,4,1,4,1,2,0,0,0,27,1,42,0,9,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4959",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,1,0,5,0,5,5,0,32,23,8,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,88,176,203,331,158,226,169,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,109,248,163,151,91,135,82,101,20,13,36,91,239,45
"Zotu4960",0,17,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,43,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,10,0,0,0,0,0,0,30,40,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zotu4964",0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,22,18,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4966",0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,11,6,59,42,47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,3,1,3,0,9,0,3,0,4,9,10,13,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,26,28,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4969",0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,0,0,0,0,0,0,1,0,0,0,8,0,5,1,11,0,0,0,1,1,0,1,0,13,0,0,9,11,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,4,5,0,4,4,1,0,0,0,1,0,0
"Zotu497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu4972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,19,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,16,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,5,3,2,6,7,4,2,7,5,2,9,0
"Zotu4977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,1,0,2,0,1,2,1,20,12,23,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu4982",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,11,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,60,67,47,0,0,0,0,0,0
"Zotu4983",0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,28,0,0,0,0,0,0
"Zotu4985",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,22,31,29,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,4,1,1,0,0,2,1,3,1,0,6,3,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,18,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,23,1,0,1,1,0,4,8,12,13,0,0,0
"Zotu499",0,15,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,1091,847,0,0,0,0,0,0,0,1,45,83,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4991",0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,12,0,6,3,0,0,2,3,1,2,27,45,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4992",150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,17,35,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"Zotu4996",0,0,0,0,0,0,0,0,0,0,0,0,0,31,104,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,0,0,2,0,0,0,0,0,0
"Zotu4997",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,0,30,26,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu4999",0,0,0,0,0,0,0,0,0,0,0,0,0,67,50,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5",0,310,281,271,0,0,0,0,0,0,0,0,0,624,881,790,0,0,0,0,0,0,0,0,0,0,446,647,946,0,1,0,11166,12635,10169,514,342,340,3568,4188,3752,1625,2064,3078,248,348,327,0,82993,14473,29789,20959,0,0,0,0,0,0,595,414,804,93,116,40,126,145,137,169,285,399,0,0,0
"Zotu50",0,429,304,308,0,0,0,0,0,0,0,0,0,30,1,6,0,0,0,0,0,0,0,238,188,307,2332,2934,4603,1743,3198,2224,244,246,170,250,118,165,0,0,0,711,910,1257,86,166,110,0,0,0,1,1,0,0,0,0,0,0,136,119,236,262,302,156,438,365,369,33,44,44,565,2506,342
"Zotu5000",0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,4,0,0,2,0,0,0,0
"Zotu5001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,2,22,37,28,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,35,21,32,32,37,0,0,0,0,0,0
"Zotu5002",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Zotu5004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,2,0,0,0,0,0,0,19,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5008",0,40,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5010",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,16,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,291,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5014",0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,0,0,0,0,0,1,1,1,1,3,5,1,6,5,1,0,5,10,3,5,4,4,3,0,0,11,0,0,0,0,0,1,3,2,1,0,0,0,0,0,1,0,3,2,0,0,0,2,1,0,0,0,2,8,0
"Zotu5015",0,10,14,14,0,0,0,0,0,0,0,0,0,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,17,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5016",0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,1,1,6,14,9,0,0,1,3,0,0,3,3,5,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,4,0,4,9,4,3,3,2,2,2,2
"Zotu5017",0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,23,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5018",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,17,10,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,5,0,0,0,0,0,2,3,3,3,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5019",0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,63,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0
"Zotu502",0,40,31,14,0,0,0,0,0,0,0,0,0,102,38,29,0,0,0,1,906,777,948,9,34,52,12,5,35,22,123,44,19,25,15,99,43,46,27,9,30,7,30,0,23,54,41,0,18,3,0,2,114,65,102,8,21,10,2,0,11,7,8,1,10,18,10,5,1,4,0,13,2
"Zotu5020",0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,62,0,0,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,18,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5025",0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,4,10,18,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,18,7,21,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,21,49,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5028",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,62,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5029",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,119,59,3,8,3,0,0,0,0,0,0
"Zotu5030",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,1,0,3,2,2,4,10,5,9,9,3,15,1,8,2,11,4,6,28,16,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
"Zotu5033",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,27,26,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5036",91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5039",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,59,10
"Zotu5040",0,44,34,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5042",0,0,0,0,0,0,0,0,0,0,0,0,0,57,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,18,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0
"Zotu5044",0,0,0,0,0,0,0,0,0,0,0,0,0,56,52,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5045",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,14,8,9,21,12,22,0,2,1,0,0,0
"Zotu5046",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,5,4,4,1,0,0,2,7,1,18,51,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Zotu5048",0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5049",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,13,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Zotu5050",0,0,0,0,0,0,0,0,0,0,0,0,0,27,64,36,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zotu5051",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5054",0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5055",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,3,4,2,13,15,10,9,15,8,3,9,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5056",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,28,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu5057",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,77,34,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Zotu506",0,11,14,11,0,0,0,0,0,0,0,0,0,326,597,333,0,0,0,0,0,0,1,4,1,10,8,15,11,31,55,62,45,15,7,87,69,35,51,40,46,77,80,243,7,0,0,0,194,41,62,64,1,1,0,0,0,0,16,2,16,8,3,2,25,23,6,1,4,0,38,92,27
"Zotu5060",0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,4,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,16,13,14,6,17,17,11,3,2,6,0,0,0
"Zotu5062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
