"","V1","V2","V3","V4"
"3534",0.001,0.4,42,1000
"3535",0.001,0.42,42,1000
"3536",0.011,0.44,42,1000
"3537",0.001,0.3,43,1000
"3538",0.001,0.32,43,1000
"3539",0.001,0.34,43,1000
"3540",0.001,0.36,43,1000
"3541",0.001,0.38,43,1000
"3542",0.001,0.4,43,1000
"3543",0.001,0.42,43,1000
"3544",0.045,0.44,43,1000
"3545",0.001,0.3,44,1000
"3546",0.001,0.32,44,1000
"3547",0.001,0.34,44,1000
"3548",0.001,0.36,44,1000
"3549",0.001,0.38,44,1000
"3550",0.001,0.4,44,1000
"3551",0.001,0.42,44,1000
"3552",0.013,0.44,44,1000
"3553",0.001,0.3,45,1000
"3554",0.001,0.32,45,1000
"3555",0.001,0.34,45,1000
"3556",0.001,0.36,45,1000
"3557",0.001,0.38,45,1000
"3558",0.001,0.4,45,1000
"3559",0.002,0.42,45,1000
"3560",0.001,0.44,45,1000
"3561",0.001,0.3,46,1000
"3562",0.001,0.32,46,1000
"3563",0.001,0.34,46,1000
"3564",0.001,0.36,46,1000
"3565",0.001,0.38,46,1000
"3566",0.001,0.4,46,1000
"3567",0.001,0.42,46,1000
"3568",0.056,0.44,46,1000
"3569",0.001,0.3,47,1000
"3570",0.001,0.32,47,1000
"3571",0.001,0.34,47,1000
"3572",0.001,0.36,47,1000
"3573",0.001,0.38,47,1000
"3574",0.001,0.4,47,1000
"3575",0.007,0.42,47,1000
"3576",0.124,0.44,47,1000
"3577",0.001,0.3,48,1000
"3578",0.001,0.32,48,1000
"3579",0.001,0.34,48,1000
"3580",0.001,0.36,48,1000
"3581",0.001,0.38,48,1000
"3582",0.001,0.4,48,1000
"3583",0.005,0.42,48,1000
"3584",0.001,0.44,48,1000
"3585",0.001,0.3,49,1000
"3586",0.001,0.32,49,1000
"3587",0.001,0.34,49,1000
"3588",0.001,0.36,49,1000
"3589",0.001,0.38,49,1000
"3590",0.001,0.4,49,1000
"3591",0.001,0.42,49,1000
"3592",0.158,0.44,49,1000
"3593",0.001,0.3,50,1000
"3594",0.001,0.32,50,1000
"3595",0.001,0.34,50,1000
"3596",0.001,0.36,50,1000
"3597",0.001,0.38,50,1000
"3598",0.001,0.4,50,1000
"3599",0.001,0.42,50,1000
"3600",0.008,0.44,50,1000
"3601",0.001,0.3,51,1000
"3602",0.001,0.32,51,1000
"3603",0.001,0.34,51,1000
"3604",0.001,0.36,51,1000
"3605",0.001,0.38,51,1000
"3606",0.001,0.4,51,1000
"3607",0.001,0.42,51,1000
"3608",0.021,0.44,51,1000
"3609",0.001,0.3,52,1000
"3610",0.001,0.32,52,1000
"3611",0.001,0.34,52,1000
"3612",0.001,0.36,52,1000
"3613",0.001,0.38,52,1000
"3614",0.001,0.4,52,1000
"3615",0.001,0.42,52,1000
"3616",0.42,0.44,52,1000
"3617",0.001,0.3,53,1000
"3618",0.001,0.32,53,1000
"3619",0.001,0.34,53,1000
"3620",0.001,0.36,53,1000
"3621",0.001,0.38,53,1000
"3622",0.001,0.4,53,1000
"3623",0.001,0.42,53,1000
"3624",0.003,0.44,53,1000
"3625",0.001,0.3,54,1000
"3626",0.001,0.32,54,1000
"3627",0.001,0.34,54,1000
"3628",0.001,0.36,54,1000
"3629",0.001,0.38,54,1000
"3630",0.001,0.4,54,1000
"3631",0.001,0.42,54,1000
"3632",0.22,0.44,54,1000
"3633",0.001,0.3,55,1000
"3634",0.001,0.32,55,1000
"3635",0.001,0.34,55,1000
"3636",0.001,0.36,55,1000
"3637",0.001,0.38,55,1000
"3638",0.001,0.4,55,1000
"3639",0.007,0.42,55,1000
"3640",0.019,0.44,55,1000
"3641",0.001,0.3,56,1000
"3642",0.001,0.32,56,1000
"3643",0.001,0.34,56,1000
"3644",0.001,0.36,56,1000
"3645",0.001,0.38,56,1000
"3646",0.001,0.4,56,1000
"3647",0.001,0.42,56,1000
"3648",0.001,0.44,56,1000
"3649",0.001,0.3,57,1000
"3650",0.001,0.32,57,1000
"3651",0.001,0.34,57,1000
"3652",0.001,0.36,57,1000
"3653",0.001,0.38,57,1000
"3654",0.001,0.4,57,1000
"3655",0.001,0.42,57,1000
"3656",0.001,0.44,57,1000
"3657",0.001,0.3,58,1000
"3658",0.001,0.32,58,1000
"3659",0.001,0.34,58,1000
"3660",0.001,0.36,58,1000
"3661",0.001,0.38,58,1000
"3662",0.001,0.4,58,1000
"3663",0.001,0.42,58,1000
"3664",0.621,0.44,58,1000
"3665",0.001,0.3,59,1000
"3666",0.001,0.32,59,1000
"3667",0.001,0.34,59,1000
"3668",0.001,0.36,59,1000
"3669",0.001,0.38,59,1000
"3670",0.001,0.4,59,1000
"3671",0.001,0.42,59,1000
"3672",0.002,0.44,59,1000
"3673",0.001,0.3,60,1000
"3674",0.001,0.32,60,1000
"3675",0.001,0.34,60,1000
"3676",0.001,0.36,60,1000
"3677",0.001,0.38,60,1000
"3678",0.001,0.4,60,1000
"3679",0.006,0.42,60,1000
"3680",0.002,0.44,60,1000
"3681",0.001,0.3,61,1000
"3682",0.001,0.32,61,1000
"3683",0.001,0.34,61,1000
"3684",0.001,0.36,61,1000
"3685",0.001,0.38,61,1000
"3686",0.001,0.4,61,1000
"3687",0.001,0.42,61,1000
"3688",0.004,0.44,61,1000
"3689",0.001,0.3,62,1000
"3690",0.001,0.32,62,1000
"3691",0.001,0.34,62,1000
"3692",0.001,0.36,62,1000
"3693",0.001,0.38,62,1000
"3694",0.001,0.4,62,1000
"3695",0.001,0.42,62,1000
"3696",0.001,0.44,62,1000
"3697",0.001,0.3,63,1000
"3698",0.001,0.32,63,1000
"3699",0.001,0.34,63,1000
"3700",0.001,0.36,63,1000
"3701",0.001,0.38,63,1000
"3702",0.001,0.4,63,1000
"3703",0.001,0.42,63,1000
"3704",0.336,0.44,63,1000
"3705",0.001,0.3,64,1000
"3706",0.001,0.32,64,1000
"3707",0.001,0.34,64,1000
"3708",0.001,0.36,64,1000
"3709",0.001,0.38,64,1000
"3710",0.001,0.4,64,1000
"3711",0.001,0.42,64,1000
"3712",0.001,0.44,64,1000
"3713",0.001,0.3,65,1000
"3714",0.001,0.32,65,1000
"3715",0.001,0.34,65,1000
"3716",0.001,0.36,65,1000
"3717",0.001,0.38,65,1000
"3718",0.001,0.4,65,1000
"3719",0.001,0.42,65,1000
"3720",0.006,0.44,65,1000
"3721",0.001,0.3,66,1000
"3722",0.001,0.32,66,1000
"3723",0.001,0.34,66,1000
"3724",0.001,0.36,66,1000
"3725",0.001,0.38,66,1000
"3726",0.001,0.4,66,1000
"3727",0.001,0.42,66,1000
"3728",0.01,0.44,66,1000
"3729",0.001,0.3,67,1000
"3730",0.001,0.32,67,1000
"3731",0.001,0.34,67,1000
"3732",0.001,0.36,67,1000
"3733",0.001,0.38,67,1000
"3734",0.002,0.4,67,1000
"3735",0.003,0.42,67,1000
"3736",0.021,0.44,67,1000
"3737",0.001,0.3,68,1000
"3738",0.001,0.32,68,1000
"3739",0.001,0.34,68,1000
"3740",0.001,0.36,68,1000
"3741",0.001,0.38,68,1000
"3742",0.001,0.4,68,1000
"3743",0.001,0.42,68,1000
"3744",0.001,0.44,68,1000
"3745",0.001,0.3,69,1000
"3746",0.001,0.32,69,1000
"3747",0.001,0.34,69,1000
"3748",0.001,0.36,69,1000
"3749",0.001,0.38,69,1000
"3750",0.001,0.4,69,1000
"3751",0.001,0.42,69,1000
"3752",0.048,0.44,69,1000
"3753",0.001,0.3,70,1000
"3754",0.001,0.32,70,1000
"3755",0.001,0.34,70,1000
"3756",0.001,0.36,70,1000
"3757",0.001,0.38,70,1000
"3758",0.001,0.4,70,1000
"3759",0.001,0.42,70,1000
"3760",0.002,0.44,70,1000
"3761",0.001,0.3,71,1000
"3762",0.001,0.32,71,1000
"3763",0.001,0.34,71,1000
"3764",0.001,0.36,71,1000
"3765",0.001,0.38,71,1000
"3766",0.001,0.4,71,1000
"3767",0.001,0.42,71,1000
"3768",0.043,0.44,71,1000
"3769",0.001,0.3,72,1000
"3770",0.001,0.32,72,1000
"3771",0.001,0.34,72,1000
"3772",0.001,0.36,72,1000
"3773",0.001,0.38,72,1000
"3774",0.001,0.4,72,1000
"3775",0.001,0.42,72,1000
"3776",0.001,0.44,72,1000
"3777",0.001,0.3,73,1000
"3778",0.001,0.32,73,1000
"3779",0.001,0.34,73,1000
"3780",0.001,0.36,73,1000
"3781",0.001,0.38,73,1000
"3782",0.001,0.4,73,1000
"3783",0.001,0.42,73,1000
"3784",0.002,0.44,73,1000
"3785",0.001,0.3,74,1000
"3786",0.001,0.32,74,1000
"3787",0.001,0.34,74,1000
"3788",0.001,0.36,74,1000
"3789",0.001,0.38,74,1000
"3790",0.001,0.4,74,1000
"3791",0.001,0.42,74,1000
"3792",0.001,0.44,74,1000
"3793",0.001,0.3,75,1000
"3794",0.001,0.32,75,1000
"3795",0.001,0.34,75,1000
"3796",0.001,0.36,75,1000
"3797",0.001,0.38,75,1000
"3798",0.001,0.4,75,1000
"3799",0.001,0.42,75,1000
"3800",0.006,0.44,75,1000
"3801",0.001,0.3,76,1000
"3802",0.001,0.32,76,1000
"3803",0.001,0.34,76,1000
"3804",0.001,0.36,76,1000
"3805",0.001,0.38,76,1000
"3806",0.001,0.4,76,1000
"3807",0.001,0.42,76,1000
"3808",0.008,0.44,76,1000
"3809",0.001,0.3,77,1000
"3810",0.001,0.32,77,1000
"3811",0.001,0.34,77,1000
"3812",0.001,0.36,77,1000
"3813",0.001,0.38,77,1000
"3814",0.001,0.4,77,1000
"3815",0.003,0.42,77,1000
"3816",0.032,0.44,77,1000
"3817",0.001,0.3,78,1000
"3818",0.001,0.32,78,1000
"3819",0.001,0.34,78,1000
"3820",0.001,0.36,78,1000
"3821",0.001,0.38,78,1000
"3822",0.001,0.4,78,1000
"3823",0.001,0.42,78,1000
"3824",0.033,0.44,78,1000
"3825",0.001,0.3,79,1000
"3826",0.001,0.32,79,1000
"3827",0.001,0.34,79,1000
"3828",0.001,0.36,79,1000
"3829",0.001,0.38,79,1000
"3830",0.001,0.4,79,1000
"3831",0.001,0.42,79,1000
"3832",0.437,0.44,79,1000
"3833",0.001,0.3,80,1000
"3834",0.001,0.32,80,1000
"3835",0.001,0.34,80,1000
"3836",0.001,0.36,80,1000
"3837",0.001,0.38,80,1000
"3838",0.001,0.4,80,1000
"3839",0.001,0.42,80,1000
"3840",0.038,0.44,80,1000
"3841",0.001,0.3,81,1000
"3842",0.001,0.32,81,1000
"3843",0.001,0.34,81,1000
"3844",0.001,0.36,81,1000
"3845",0.001,0.38,81,1000
"3846",0.001,0.4,81,1000
"3847",0.001,0.42,81,1000
"3848",0.168,0.44,81,1000
"3849",0.001,0.3,82,1000
"3850",0.001,0.32,82,1000
"3851",0.001,0.34,82,1000
"3852",0.001,0.36,82,1000
"3853",0.001,0.38,82,1000
"3854",0.001,0.4,82,1000
"3855",0.019,0.42,82,1000
"3856",0.054,0.44,82,1000
"3857",0.001,0.3,83,1000
"3858",0.001,0.32,83,1000
"3859",0.001,0.34,83,1000
"3860",0.001,0.36,83,1000
"3861",0.001,0.38,83,1000
"3862",0.001,0.4,83,1000
"3863",0.001,0.42,83,1000
"3864",0.001,0.44,83,1000
"3865",0.001,0.3,84,1000
"3866",0.001,0.32,84,1000
"3867",0.001,0.34,84,1000
"3868",0.001,0.36,84,1000
"3869",0.001,0.38,84,1000
"3870",0.001,0.4,84,1000
"3871",0.001,0.42,84,1000
"3872",0.105,0.44,84,1000
"3873",0.001,0.3,85,1000
"3874",0.001,0.32,85,1000
"3875",0.001,0.34,85,1000
"3876",0.001,0.36,85,1000
"3877",0.001,0.38,85,1000
"3878",0.001,0.4,85,1000
"3879",0.001,0.42,85,1000
"3880",0.04,0.44,85,1000
"3881",0.001,0.3,86,1000
"3882",0.001,0.32,86,1000
"3883",0.001,0.34,86,1000
"3884",0.001,0.36,86,1000
"3885",0.001,0.38,86,1000
"3886",0.001,0.4,86,1000
"3887",0.001,0.42,86,1000
"3888",0.108,0.44,86,1000
"3889",0.001,0.3,87,1000
"3890",0.001,0.32,87,1000
"3891",0.001,0.34,87,1000
"3892",0.001,0.36,87,1000
"3893",0.001,0.38,87,1000
"3894",0.001,0.4,87,1000
"3895",0.001,0.42,87,1000
"3896",0.001,0.44,87,1000
"3897",0.001,0.3,88,1000
"3898",0.001,0.32,88,1000
"3899",0.001,0.34,88,1000
"3900",0.001,0.36,88,1000
"3901",0.001,0.38,88,1000
"3902",0.001,0.4,88,1000
"3903",0.001,0.42,88,1000
"3904",0.061,0.44,88,1000
"3905",0.001,0.3,89,1000
"3906",0.001,0.32,89,1000
"3907",0.001,0.34,89,1000
"3908",0.001,0.36,89,1000
"3909",0.001,0.38,89,1000
"3910",0.001,0.4,89,1000
"3911",0.003,0.42,89,1000
"3912",0.001,0.44,89,1000
"3913",0.001,0.3,90,1000
"3914",0.001,0.32,90,1000
"3915",0.001,0.34,90,1000
"3916",0.001,0.36,90,1000
"3917",0.001,0.38,90,1000
"3918",0.001,0.4,90,1000
"3919",0.001,0.42,90,1000
"3920",0.024,0.44,90,1000
"3921",0.001,0.3,91,1000
"3922",0.001,0.32,91,1000
"3923",0.001,0.34,91,1000
"3924",0.001,0.36,91,1000
"3925",0.001,0.38,91,1000
"3926",0.001,0.4,91,1000
"3927",0.001,0.42,91,1000
"3928",0.003,0.44,91,1000
"3929",0.001,0.3,92,1000
"3930",0.001,0.32,92,1000
"3931",0.001,0.34,92,1000
"3932",0.001,0.36,92,1000
"3933",0.001,0.38,92,1000
"3934",0.001,0.4,92,1000
"3935",0.001,0.42,92,1000
"3936",0.001,0.44,92,1000
"3937",0.001,0.3,93,1000
"3938",0.001,0.32,93,1000
"3939",0.001,0.34,93,1000
"3940",0.001,0.36,93,1000
"3941",0.001,0.38,93,1000
"3942",0.001,0.4,93,1000
"3943",0.003,0.42,93,1000
"3944",0.003,0.44,93,1000
"3945",0.001,0.3,94,1000
"3946",0.001,0.32,94,1000
"3947",0.001,0.34,94,1000
"3948",0.001,0.36,94,1000
"3949",0.001,0.38,94,1000
"3950",0.001,0.4,94,1000
"3951",0.001,0.42,94,1000
"3952",0.026,0.44,94,1000
"3953",0.001,0.3,95,1000
"3954",0.001,0.32,95,1000
"3955",0.001,0.34,95,1000
"3956",0.001,0.36,95,1000
"3957",0.001,0.38,95,1000
"3958",0.001,0.4,95,1000
"3959",0.002,0.42,95,1000
"3960",0.061,0.44,95,1000
"3961",0.001,0.3,96,1000
"3962",0.001,0.32,96,1000
"3963",0.001,0.34,96,1000
"3964",0.001,0.36,96,1000
"3965",0.001,0.38,96,1000
"3966",0.001,0.4,96,1000
"3967",0.001,0.42,96,1000
"3968",0.001,0.44,96,1000
"3969",0.001,0.3,97,1000
"3970",0.001,0.32,97,1000
"3971",0.001,0.34,97,1000
"3972",0.001,0.36,97,1000
"3973",0.001,0.38,97,1000
"3974",0.001,0.4,97,1000
"3975",0.001,0.42,97,1000
"3976",0.004,0.44,97,1000
"3977",0.001,0.3,98,1000
"3978",0.001,0.32,98,1000
"3979",0.001,0.34,98,1000
"3980",0.001,0.36,98,1000
"3981",0.001,0.38,98,1000
"3982",0.001,0.4,98,1000
"3983",0.001,0.42,98,1000
"3984",0.12,0.44,98,1000
"3985",0.001,0.3,99,1000
"3986",0.001,0.32,99,1000
"3987",0.001,0.34,99,1000
"3988",0.001,0.36,99,1000
"3989",0.001,0.38,99,1000
"3990",0.001,0.4,99,1000
"3991",0.001,0.42,99,1000
"3992",0.011,0.44,99,1000
"3993",0.001,0.3,100,1000
"3994",0.001,0.32,100,1000
"3995",0.001,0.34,100,1000
"3996",0.001,0.36,100,1000
"3997",0.001,0.38,100,1000
"3998",0.001,0.4,100,1000
"3999",0.001,0.42,100,1000
"4000",0.007,0.44,100,1000
"4001",0.001,0.3,1,2000
"4002",0.001,0.32,1,2000
"4003",0.001,0.34,1,2000
"4004",0.001,0.36,1,2000
"4005",0.001,0.38,1,2000
"4006",0.001,0.4,1,2000
"4007",0.001,0.42,1,2000
"4008",0.001,0.44,1,2000
"4009",0.001,0.3,2,2000
"4010",0.001,0.32,2,2000
"4011",0.001,0.34,2,2000
"4012",0.001,0.36,2,2000
"4013",0.001,0.38,2,2000
"4014",0.001,0.4,2,2000
"4015",0.001,0.42,2,2000
"4016",0.002,0.44,2,2000
"4017",0.001,0.3,3,2000
"4018",0.001,0.32,3,2000
"4019",0.001,0.34,3,2000
"4020",0.001,0.36,3,2000
"4021",0.001,0.38,3,2000
"4022",0.001,0.4,3,2000
"4023",0.001,0.42,3,2000
"4024",0.002,0.44,3,2000
"4025",0.001,0.3,4,2000
"4026",0.001,0.32,4,2000
"4027",0.001,0.34,4,2000
"4028",0.001,0.36,4,2000
"4029",0.001,0.38,4,2000
"4030",0.001,0.4,4,2000
"4031",0.001,0.42,4,2000
"4032",0.055,0.44,4,2000
"4033",0.001,0.3,5,2000
"4034",0.001,0.32,5,2000
"4035",0.001,0.34,5,2000
"4036",0.001,0.36,5,2000
"4037",0.001,0.38,5,2000
"4038",0.001,0.4,5,2000
"4039",0.001,0.42,5,2000
"4040",0.001,0.44,5,2000
"4041",0.001,0.3,6,2000
"4042",0.001,0.32,6,2000
"4043",0.001,0.34,6,2000
"4044",0.001,0.36,6,2000
"4045",0.001,0.38,6,2000
"4046",0.001,0.4,6,2000
"4047",0.001,0.42,6,2000
"4048",0.096,0.44,6,2000
"4049",0.001,0.3,7,2000
"4050",0.001,0.32,7,2000
"4051",0.001,0.34,7,2000
"4052",0.001,0.36,7,2000
"4053",0.001,0.38,7,2000
"4054",0.001,0.4,7,2000
"4055",0.001,0.42,7,2000
"4056",0.001,0.44,7,2000
"4057",0.001,0.3,8,2000
"4058",0.001,0.32,8,2000
"4059",0.001,0.34,8,2000
"4060",0.001,0.36,8,2000
"4061",0.001,0.38,8,2000
"4062",0.001,0.4,8,2000
"4063",0.001,0.42,8,2000
"4064",0.005,0.44,8,2000
"4065",0.001,0.3,9,2000
"4066",0.001,0.32,9,2000
"4067",0.001,0.34,9,2000
"4068",0.001,0.36,9,2000
"4069",0.001,0.38,9,2000
"4070",0.001,0.4,9,2000
"4071",0.001,0.42,9,2000
"4072",0.001,0.44,9,2000
"4073",0.001,0.3,10,2000
"4074",0.001,0.32,10,2000
"4075",0.001,0.34,10,2000
"4076",0.001,0.36,10,2000
"4077",0.001,0.38,10,2000
"4078",0.001,0.4,10,2000
"4079",0.001,0.42,10,2000
"4080",0.001,0.44,10,2000
"4081",0.001,0.3,11,2000
"4082",0.001,0.32,11,2000
"4083",0.001,0.34,11,2000
"4084",0.001,0.36,11,2000
"4085",0.001,0.38,11,2000
"4086",0.001,0.4,11,2000
"4087",0.001,0.42,11,2000
"4088",0.002,0.44,11,2000
"4089",0.001,0.3,12,2000
"4090",0.001,0.32,12,2000
"4091",0.001,0.34,12,2000
"4092",0.001,0.36,12,2000
"4093",0.001,0.38,12,2000
"4094",0.001,0.4,12,2000
"4095",0.001,0.42,12,2000
"4096",0.004,0.44,12,2000
"4097",0.001,0.3,13,2000
"4098",0.001,0.32,13,2000
"4099",0.001,0.34,13,2000
"4100",0.001,0.36,13,2000
"4101",0.001,0.38,13,2000
"4102",0.001,0.4,13,2000
"4103",0.001,0.42,13,2000
"4104",0.001,0.44,13,2000
"4105",0.001,0.3,14,2000
"4106",0.001,0.32,14,2000
"4107",0.001,0.34,14,2000
"4108",0.001,0.36,14,2000
"4109",0.001,0.38,14,2000
"4110",0.001,0.4,14,2000
"4111",0.001,0.42,14,2000
"4112",0.002,0.44,14,2000
"4113",0.001,0.3,15,2000
"4114",0.001,0.32,15,2000
"4115",0.001,0.34,15,2000
"4116",0.001,0.36,15,2000
"4117",0.001,0.38,15,2000
"4118",0.001,0.4,15,2000
"4119",0.001,0.42,15,2000
"4120",0.001,0.44,15,2000
"4121",0.001,0.3,16,2000
"4122",0.001,0.32,16,2000
"4123",0.001,0.34,16,2000
"4124",0.001,0.36,16,2000
"4125",0.001,0.38,16,2000
"4126",0.001,0.4,16,2000
"4127",0.001,0.42,16,2000
"4128",0.001,0.44,16,2000
"4129",0.001,0.3,17,2000
"4130",0.001,0.32,17,2000
"4131",0.001,0.34,17,2000
"4132",0.001,0.36,17,2000
"4133",0.001,0.38,17,2000
"4134",0.001,0.4,17,2000
"4135",0.001,0.42,17,2000
"4136",0.001,0.44,17,2000
"4137",0.001,0.3,18,2000
"4138",0.001,0.32,18,2000
"4139",0.001,0.34,18,2000
"4140",0.001,0.36,18,2000
"4141",0.001,0.38,18,2000
"4142",0.001,0.4,18,2000
"4143",0.001,0.42,18,2000
"4144",0.001,0.44,18,2000
"4145",0.001,0.3,19,2000
"4146",0.001,0.32,19,2000
"4147",0.001,0.34,19,2000
"4148",0.001,0.36,19,2000
"4149",0.001,0.38,19,2000
"4150",0.001,0.4,19,2000
"4151",0.001,0.42,19,2000
"4152",0.001,0.44,19,2000
"4153",0.001,0.3,20,2000
"4154",0.001,0.32,20,2000
"4155",0.001,0.34,20,2000
"4156",0.001,0.36,20,2000
"4157",0.001,0.38,20,2000
"4158",0.001,0.4,20,2000
"4159",0.001,0.42,20,2000
"4160",0.052,0.44,20,2000
"4161",0.001,0.3,21,2000
"4162",0.001,0.32,21,2000
"4163",0.001,0.34,21,2000
"4164",0.001,0.36,21,2000
"4165",0.001,0.38,21,2000
"4166",0.001,0.4,21,2000
"4167",0.001,0.42,21,2000
"4168",0.001,0.44,21,2000
"4169",0.001,0.3,22,2000
"4170",0.001,0.32,22,2000
"4171",0.001,0.34,22,2000
"4172",0.001,0.36,22,2000
"4173",0.001,0.38,22,2000
"4174",0.001,0.4,22,2000
"4175",0.001,0.42,22,2000
"4176",0.001,0.44,22,2000
"4177",0.001,0.3,23,2000
"4178",0.001,0.32,23,2000
"4179",0.001,0.34,23,2000
"4180",0.001,0.36,23,2000
"4181",0.001,0.38,23,2000
"4182",0.001,0.4,23,2000
"4183",0.001,0.42,23,2000
"4184",0.051,0.44,23,2000
"4185",0.001,0.3,24,2000
"4186",0.001,0.32,24,2000
"4187",0.001,0.34,24,2000
"4188",0.001,0.36,24,2000
"4189",0.001,0.38,24,2000
"4190",0.001,0.4,24,2000
"4191",0.001,0.42,24,2000
"4192",0.007,0.44,24,2000
"4193",0.001,0.3,25,2000
"4194",0.001,0.32,25,2000
"4195",0.001,0.34,25,2000
"4196",0.001,0.36,25,2000
"4197",0.001,0.38,25,2000
"4198",0.001,0.4,25,2000
"4199",0.001,0.42,25,2000
"4200",0.001,0.44,25,2000
"4201",0.001,0.3,26,2000
"4202",0.001,0.32,26,2000
"4203",0.001,0.34,26,2000
"4204",0.001,0.36,26,2000
"4205",0.001,0.38,26,2000
"4206",0.001,0.4,26,2000
"4207",0.001,0.42,26,2000
"4208",0.018,0.44,26,2000
"4209",0.001,0.3,27,2000
"4210",0.001,0.32,27,2000
"4211",0.001,0.34,27,2000
"4212",0.001,0.36,27,2000
"4213",0.001,0.38,27,2000
"4214",0.001,0.4,27,2000
"4215",0.001,0.42,27,2000
"4216",0.002,0.44,27,2000
"4217",0.001,0.3,28,2000
"4218",0.001,0.32,28,2000
"4219",0.001,0.34,28,2000
"4220",0.001,0.36,28,2000
"4221",0.001,0.38,28,2000
"4222",0.001,0.4,28,2000
"4223",0.001,0.42,28,2000
"4224",0.001,0.44,28,2000
"4225",0.001,0.3,29,2000
"4226",0.001,0.32,29,2000
"4227",0.001,0.34,29,2000
"4228",0.001,0.36,29,2000
"4229",0.001,0.38,29,2000
"4230",0.001,0.4,29,2000
"4231",0.001,0.42,29,2000
"4232",0.001,0.44,29,2000
"4233",0.001,0.3,30,2000
"4234",0.001,0.32,30,2000
"4235",0.001,0.34,30,2000
"4236",0.001,0.36,30,2000
"4237",0.001,0.38,30,2000
"4238",0.001,0.4,30,2000
"4239",0.001,0.42,30,2000
"4240",0.001,0.44,30,2000
"4241",0.001,0.3,31,2000
"4242",0.001,0.32,31,2000
"4243",0.001,0.34,31,2000
"4244",0.001,0.36,31,2000
"4245",0.001,0.38,31,2000
"4246",0.001,0.4,31,2000
"4247",0.001,0.42,31,2000
"4248",0.001,0.44,31,2000
"4249",0.001,0.3,32,2000
"4250",0.001,0.32,32,2000
"4251",0.001,0.34,32,2000
"4252",0.001,0.36,32,2000
"4253",0.001,0.38,32,2000
"4254",0.001,0.4,32,2000
"4255",0.001,0.42,32,2000
"4256",0.002,0.44,32,2000
"4257",0.001,0.3,33,2000
"4258",0.001,0.32,33,2000
"4259",0.001,0.34,33,2000
"4260",0.001,0.36,33,2000
"4261",0.001,0.38,33,2000
"4262",0.001,0.4,33,2000
"4263",0.001,0.42,33,2000
"4264",0.051,0.44,33,2000
"4265",0.001,0.3,34,2000
"4266",0.001,0.32,34,2000
"4267",0.001,0.34,34,2000
"4268",0.001,0.36,34,2000
"4269",0.001,0.38,34,2000
"4270",0.001,0.4,34,2000
"4271",0.001,0.42,34,2000
"4272",0.001,0.44,34,2000
"4273",0.001,0.3,35,2000
"4274",0.001,0.32,35,2000
"4275",0.001,0.34,35,2000
"4276",0.001,0.36,35,2000
"4277",0.001,0.38,35,2000
"4278",0.001,0.4,35,2000
"4279",0.001,0.42,35,2000
"4280",0.001,0.44,35,2000
"4281",0.001,0.3,36,2000
"4282",0.001,0.32,36,2000
"4283",0.001,0.34,36,2000
"4284",0.001,0.36,36,2000
"4285",0.001,0.38,36,2000
"4286",0.001,0.4,36,2000
"4287",0.001,0.42,36,2000
"4288",0.001,0.44,36,2000
"4289",0.001,0.3,37,2000
"4290",0.001,0.32,37,2000
"4291",0.001,0.34,37,2000
"4292",0.001,0.36,37,2000
"4293",0.001,0.38,37,2000
"4294",0.001,0.4,37,2000
"4295",0.002,0.42,37,2000
"4296",0.001,0.44,37,2000
"4297",0.001,0.3,38,2000
"4298",0.001,0.32,38,2000
"4299",0.001,0.34,38,2000
"4300",0.001,0.36,38,2000
"4301",0.001,0.38,38,2000
"4302",0.001,0.4,38,2000
"4303",0.001,0.42,38,2000
"4304",0.001,0.44,38,2000
"4305",0.001,0.3,39,2000
"4306",0.001,0.32,39,2000
"4307",0.001,0.34,39,2000
"4308",0.001,0.36,39,2000
"4309",0.001,0.38,39,2000
"4310",0.001,0.4,39,2000
"4311",0.001,0.42,39,2000
"4312",0.001,0.44,39,2000
"4313",0.001,0.3,40,2000
"4314",0.001,0.32,40,2000
"4315",0.001,0.34,40,2000
"4316",0.001,0.36,40,2000
"4317",0.001,0.38,40,2000
"4318",0.001,0.4,40,2000
"4319",0.001,0.42,40,2000
"4320",0.001,0.44,40,2000
"4321",0.001,0.3,41,2000
"4322",0.001,0.32,41,2000
"4323",0.001,0.34,41,2000
"4324",0.001,0.36,41,2000
"4325",0.001,0.38,41,2000
"4326",0.001,0.4,41,2000
"4327",0.001,0.42,41,2000
"4328",0.003,0.44,41,2000
"4329",0.001,0.3,42,2000
"4330",0.001,0.32,42,2000
"4331",0.001,0.34,42,2000
"4332",0.001,0.36,42,2000
"4333",0.001,0.38,42,2000
"4334",0.001,0.4,42,2000
"4335",0.001,0.42,42,2000
"4336",0.001,0.44,42,2000
"4337",0.001,0.3,43,2000
"4338",0.001,0.32,43,2000
"4339",0.001,0.34,43,2000
"4340",0.001,0.36,43,2000
"4341",0.001,0.38,43,2000
"4342",0.001,0.4,43,2000
"4343",0.001,0.42,43,2000
"4344",0.001,0.44,43,2000
"4345",0.001,0.3,44,2000
"4346",0.001,0.32,44,2000
"4347",0.001,0.34,44,2000
"4348",0.001,0.36,44,2000
"4349",0.001,0.38,44,2000
"4350",0.001,0.4,44,2000
"4351",0.001,0.42,44,2000
"4352",0.004,0.44,44,2000
"4353",0.001,0.3,45,2000
"4354",0.001,0.32,45,2000
"4355",0.001,0.34,45,2000
